id,title,author,year,isbn
40765,Herr aller Dinge,Andreas Eschbach,,9783785724293
40766,First Lady,Susan Elizabeth Phillips (Goodreads Author),,9780380808076
40767,The Collected Stories of Stefan Zweig,"Stefan Zweig, Anthea Bell (Translation)",,9781782270034
40768,Ollie: The True Story of a Brief and Courageous Life,Stephen Venables,,9780099478799
40769,The Obsidian Dagger: Being the Further Extraordinary Adventures of Horatio Lyle,Catherine Webb,,9781904233695
40770,Cleopatra,H. Rider Haggard,,9781402160028
40771,The Two-Ocean War,Samuel Eliot Morison,,9781591145240
40772,Baltimore Chronicles Volume 3,Treasure Hernandez,,9781601624550
40773,"The Wicked + The Divine, Vol. 1: The Faust Act","Kieron Gillen, Jamie McKelvie (Illustrations), Matt Wilson (Colorist), Clayton Cowles",,9781632150196
40774,O Livro da Economia,"Niall Kishtainy (Goodreads Author), Geraldo Galvão Ferraz (Translator), D.K. Publishing",,9788525052407
40775,The Bad Death of Eduard Delacroix,Stephen King (Goodreads Author),,9780451190550
40776,The Death House,Sarah Pinborough (Goodreads Author),,9781473202320
40777,Chosen by God,R.C. Sproul,,9780842313353
40778,A Fairly Honourable Defeat,"Iris Murdoch, Peter Reed",,9780141186177
40779,Sport: A Novel,Mick Cochrane,,9780816640850
40780,The 13 Crimes of Science Fiction,"Isaac Asimov (Editor), Charles G. Waugh (Goodreads Author) (Editor), Charles V. de Vet, Philip K. Dick, Randall Garrett, Tom Reamy, Katherine Anne MacLean, Clifford D. Simak, more…",,9780385152204
40781,Adventures of Herge,Michael Farr,,9780867196795
40782,Summary of Zero to One: by Peter Thiel | Includes Analysis,NOT A BOOK,,B01IAHP4MS
40783,Ilse Witch,Terry Brooks (Goodreads Author),,9780345396556
40784,The Day the Crayons Came Home,"Drew Daywalt, Oliver Jeffers (Goodreads Author) (Illustrator)",,9780399172755
40785,Shumbachena,Nicholas Stanton,,9999999999999
40786,Returnable Girl,Pamela Lowell,,9780761453178
40787,The Paris Winter,Imogen Robertson (Goodreads Author),,9781250051837
40788,Always the Bridesmaid,Lindsey Kelk (Goodreads Author),,9780007582358
40789,The Hidden Cottage,Erica James (Goodreads Author),,9781409130857
40790,The Gold-Bug and Other Tales,"Edgar Allan Poe, Stanley Appelbaum (Editor)",,9780486268750
40791,The Art of The Secret World of Arrietty,Hiromasa Yonebayashi,,9781421541181
40792,القرآن والسلطان,فهمي هويدي,,9999999999999
40793,The Excalibur Codex,James Douglas,,9781448127627
40794,Pennyroyal Academy,M.A. Larson (Goodreads Author),,9780399163241
40795,The End of Harry Potter?,David Langford,,9780765319340
40796,India Black and the Shadows of Anarchy,Carol K. Carr (Goodreads Author),,B0099CGJHI
40797,La fata carabina,"Daniel Pennac, Yasmina Mélaouah (Translator)",,9788807812576
40798,Breaking the Rules,Lucy Score (Goodreads Author),,9999999999999
40799,Those Who Hunt the Night,Barbara Hambly (Goodreads Author),,9780345361325
40800,Twilight of the Gods,Sarah J. Maas (Goodreads Author),,9999999999999
40801,A Joseph Campbell Companion: Reflections on the Art of Living,"Joseph Campbell (Author), Robert Walter (Editor), Diane K. Osbon (Introduction), Diane Osbon",,9780060926175
40802,The Sparrow Conspiracy: Roamer,J.W. Lockwood (Goodreads Author),,B0794HF2SC
40803,The Resolution of Callie and Kayden,Jessica Sorensen (Goodreads Author),,9780751558845
40804,City of Orphans,"Avi, Greg Ruth (Illustrator)",,9781416971023
40805,Du temps qu'on existait,Marien Defalvard,,9782246787389
40806,The Veiled Heart,Elsa Holland (Goodreads Author),,B011JZ4M26
40807,"Onyx Webb: Book Four: Episodes 10, 11, 12","Richard Fenton (Goodreads Author), Andrea Waltz (Goodreads Author)",,9780990751847
40808,Zoeken naar Eileen W.,Leon de Winter,,9789041700964
40809,Personne ne gagne,"Jack Black, Jeanne Toulouse (Translator)",,9781902593029
40810,"Super Sons, Volume 2: Planet Of The Capes",Peter J. Tomasi,,9781401278465
40811,نبض,أدهم شرقاوي,,9789996692253
40812,The Measure of a Man: A Spiritual Autobiography,Sidney Poitier,,9780061357909
40813,Found Money,Peter Watson Jenkins (Goodreads Author),,9780983601630
40814,Il bugiardo,Nora Roberts (Goodreads Author),,9780399170867
40815,Midnight Springs,Elena Aitken (Goodreads Author),,9999999999999
40816,"The Magical Worlds Of Harry Potter: A Treasury Of Myths, Legends And Fascinating Facts",David Colbert (Goodreads Author),,9780141314815
40817,Dirty Rich,Amelia Wilde (Goodreads Author),,9999999999999
40818,Demon,"Mikhail Lermontov, Dennis Ward",,9781853993169
40819,Prince of Secrets and Shadows,C.S. Johnson (Goodreads Author),,9781948464406
40820,اقرئي يا بلادي,شادي عبد السلام,,9999999999999
40821,The Queen's Blade,T.C. Southwell,,2940011160141
40822,Naughty Amelia Jane!,"Enid Blyton, Deborah Allwright (Illustrator)",,9780749746674
40823,The Seven Goals of Life,Rodolfo Martin Vitangcol (Goodreads Author),,B07M81RZ71
40824,Endure,S.E. Hall (Goodreads Author),,9999999999999
40825,Il libro delle verità nascoste,"Amy Gail Hansen (Goodreads Author), Stefano Beretta (Translator)",,9788811686972
40826,Son of a Trickster,Eden Robinson,,9780345810786
40827,I Want to Eat Your Pancreas,"Yoru Sumino, Nathan Collins (Translator)",,9781642750331
40828,Rain Reign,Ann M. Martin,,9780312643003
40829,Mark of the Plague,Kevin Sands (Goodreads Author),,9781481446747
40830,Der kurze Sommer der Anarchie,Hans Magnus Enzensberger,,9783518368954
40831,Zealot: The Life and Times of Jesus of Nazareth,Reza Aslan,,9781400069224
40832,The Hungry Moon,Ramsey Campbell,,9780812516623
40833,"Iliad, Books 1–12 (Loeb Classical Library, #170)","Homer, Augustus Taber Murray (Translator), William F. Wyatt Jr. (Translator)",,9780674995796
40834,"Invincible: Ultimate Collection, Vol. 12","Robert Kirkman, Ryan Ottley (Illustrator), Cory Walker (Illustrator), Jean-François Beaulieu (Illustrator), Nathan Fairbairn (Illustrator)",,9781534306585
40835,Bone Music,Christopher Rice (Goodreads Author),,B07354S1K7
40836,"Vinland Saga Omnibus, Vol. 9","Makoto Yukimura, Stephen Paul (Translator)",,9781632364456
40837,The Zodiac Legacy: The Dragon's Return,"Stan Lee, Stuart Moore, Andie Tong (Illustrations)",,9781484713525
40838,Understanding the Book of Mormon: A Reader's Guide,Grant Hardy,,9780199731701
40839,"My enemy, my self",Yoram Binur,,9780385268943
40840,The Dangerous Joy of Dr. Sex and Other True Stories,Pagan Kennedy (Goodreads Author),,9780977679935
40841,Split Second,David Baldacci (Goodreads Author),,9780446614450
40842,Antigen,R.A. Steffan (Goodreads Author),,B07DK4TKHF
40843,Still a Work in Progress,Jo Knowles (Goodreads Author),,9780763672171
40844,"Jesus and the Powers: Conflict, Covenant, and the Hope of the Poor",Richard A. Horsley,,9780800697082
40845,The Wives,Tarryn Fisher (Goodreads Author),,9781488054358
40846,Vabzdžių planeta: kodėl žmonija be jų neišgyventų,"Anne Sverdrup-Thygeson, Eglė Išganaitytė- Paulauskienė (Translator)",,9786094792755
40847,Piccole donne,"Louisa May Alcott, Berto Minozzi (Editor)",,9788841004456
40848,The Golden House,Salman Rushdie,,9780399592805
40849,Black Card,Chris L. Terry (Goodreads Author),,9781948226264
40850,Reign of the Fallen,Sarah Glenn Marsh (Goodreads Author),,9780448494395
40851,"The Life and Death of Mr. Badman (Updated, Illustrated): An Analysis of a Wicked Man's Life, as a Warning for Others",John Bunyan,,9781846857355
40852,Halo: The Cole Protocol,Tobias S. Buckell (Goodreads Author),,9780765315700
40853,Parallel,Elizabeth O'Roark (Goodreads Author),,B07SZ76NXP
40854,The Pixar Theory,Jon Negroni (Goodreads Author),,B00YHZ1Y40
40855,Rain No Evil,Michele Savaunah Zirkle (Goodreads Author),,9781945178696
40856,An Average Joe's Pursuit for Financial Freedom: Change Your Perception of Money,Michael Warren Munsey,,9781493177684
40857,Shelby's Story: A Dog's Way Home Tale,W. Bruce Cameron (Goodreads Author),,9781250301918
40858,Frenzy,Robert Lettrick (Goodreads Author),,9781423185383
40859,The Right Side of History: How Reason and Moral Purpose Made the West Great,Ben Shapiro,,B07CLMXWT9
40860,Mia Sets the Stage,"Robin Farley, Olga Ivanov (Illustrations), Aleksey Ivanov (Illustrations)",,9780062086853
40861,Spark A Little Flame (Make A Little Magic #1),Jennifer Archer (Goodreads Author),,9780997599114
40862,Conjunto Vacio,Verónica Gerber Bicecci,,9786079723439
40863,The Simpsons Movie,Hal Leonard Corporation (Composer),,9781423451983
40864,Blue Fin,Colin Thiele,,9780060261054
40865,A Dangerous Collaboration,Deanna Raybourn (Goodreads Author),,9780451490735
40866,The Four Winds,Kristin Hannah (Goodreads Author),,9781250178602
40867,The School For Good and Evil: The Ever Never Handbook,Soman Chainani (Goodreads Author),,9999999999999
40868,La Maison des oiseaux,Allan Stratton (Goodreads Author),,9781783445219
40869,Rokupācija,Uldis Rudaks,,9999999999999
40870,Vile Intentions,"Savannah Rose (Goodreads Author), Amelia Gates",,B088HGFLT6
40871,My Angel,Alanea Alder (Goodreads Author),,B071ZSV3X4
40872,حالات نادرة,عبدالوهاب السيد الرفاعي (Goodreads Author),,9999999999999
40873,Ben and Leah's Business Adventure,Mazal Ezra (Goodreads Author),,9798672232225
40874,The Dead Father,"Donald Barthelme, Donald Antrim (Introduction)",,9780374529253
40875,"Chibi Vampire, Vol. 02",Yuna Kagesaki,,9781598163230
40876,Animal Behavior,John Paul Scott,,9780226743370
40877,Somebody Always Singing You,Kaylynn Sullivan Twotrees,,9780878059812
40878,Marketing Warfare,"Al Ries, Jack Trout",,9780071460828
40879,Witch Ball,Linda Joy Singleton (Goodreads Author),,9780738708218
40880,Andrew Henry's Meadow,Doris Burn,,9780970739926
40881,Hit Men: Power Brokers and Fast Money Inside the Music Business,"Fredric Dannen, Erroll McDonald (Editor)",,9780679730613
40882,The Joy of Sects,Peter Occhiogrosso (Goodreads Author),,9780385425650
40883,The Lady in Blue,Javier Sierra (Goodreads Author),,9781416532231
40884,Swimming Without a Net,MaryJanice Davidson (Goodreads Author),,9780515143812
40885,Under the Eye of God,David Gerrold (Goodreads Author),,9780553290103
40886,Borden Chantry,Louis L'Amour,,9780553278637
40887,Dumped by Popular Demand,P.G. Kain (Goodreads Author),,9781416935193
40888,The Healing Power of Stories,Daniel Taylor (Goodreads Author),,9780385480505
40889,The Great Secret: Talks on the Songs of Kabir,Osho,,9783893380879
40890,My Lady of Cleves,Margaret Campbell Barnes,,9781402214318
40891,One of Ours,Willa Cather,,9781600969799
40892,2nd Chance,"James Patterson (Goodreads Author), Andrew Gross (Goodreads Author)",,9780446696630
40893,A Rush of Wings,Kristen Heitzmann (Goodreads Author),,9780764226069
40894,Crossing the Line,Lauren Baratz-Logsted (Goodreads Author),,9780373250622
40895,The Woppapotamus from Titan,Helen Bonney,,9781905621989
40896,Shackles of Honor,Marcia Lynn McClure (Goodreads Author),,9780982192146
40897,Spirit of Place,"Lawrence Durrell, Alan G. Thomas (Editor)",,9781569247228
40898,Comfort Me with Apples: More Adventures at the Table,Ruth Reichl (Editor),,9780375758737
40899,Cupcake,Rachel Cohn,,9781416912170
40900,Kara Ben Nemsi,"Karl May, Maria Dimitrescu-Verbaan (Translator)",,9789036606981
40901,Next Move Of God: A divine revelation of the coming revival,Fuchsia T. Pickett,,9780884193845
40902,"Gravitation, Volume 03","Maki Murakami, Jamie S. Rich (Goodreads Author), Ray Yoshimoto (Narrated by)",,9781591823353
40903,Warriors: Cats of the Clans,"Erin Hunter, Wayne McLoughlin (Illustrator)",,9780061458569
40904,The Talisman,"Lynne Ewing, Alessandra Balzer (Editor), Suza Scalora (Illustrator)",,9780786818785
40905,Children of the Blood,Michelle Sagara West,,9781932100754
40906,A Fountain Filled with Blood,Julia Spencer-Fleming (Goodreads Author),,9780312995430
40907,Lives Less Valuable,Derrick Jensen,,9781604860450
40908,Yellow Woman and a Beauty of the Spirit,Leslie Marmon Silko,,9780684827070
40909,Open Secrets,Alice Munro,,9780679755623
40910,East of the Sun & West of the Moon,Mercer Mayer,,9780689711138
40911,Kemamang,Koen Setyawan (Goodreads Author),,9786029600001
40912,The Children,David Halberstam,,9780449004395
40913,My Own Country: A Doctor's Story,Abraham Verghese (Goodreads Author),,9780679752929
40914,Lord Of The Horizon,Joan Marshall Grant,,9780380007318
40915,Why Is There Something Rather Than Nothing?: 23 Questions From Great Philosophers,Leszek Kołakowski,,9780713999259
40916,The Yellow House,Patricia Falvey (Goodreads Author),,9781599952017
40917,Caboose Mystery,Gertrude Chandler Warner,,9780807510094
40918,Success to the Brave,Alexander Kent,,9780935526714
40919,Vagabundo en África,Javier Reverte,,9788495501189
40920,I Burn for You,Susan Sizemore,,9781416523536
40921,The Taste of Night,Vicki Pettersson (Goodreads Author),,9780061339684
40922,Blood of Angels,Michael Marshall,,9780007163977
40923,Empire State,Colin Bateman,,9780006498025
40924,Intrigues,Mercedes Lackey,,9780756406394
40925,Connecting,Wendy Corsi Staub (Goodreads Author),,9780802797858
40926,Something Like What It's Supposed to Be...,Kimberly M. Denesse,,9781456318338
40927,Mystery of the Haunted Pool,"Phyllis A. Whitney, H. Tom Hall (Illustrator)",,9780664322410
40928,Chance Fortune in the Shadow Zone,Shane Berryhill (Goodreads Author),,9780765314697
40929,Resurrection Inc,Kevin J. Anderson (Goodreads Author),,9780006483076
40930,Game Over,Adele Parks (Goodreads Author),,9780743457613
40931,Maria & José,"Erlend Loe, Kim Hiorthøy (Illustrator), Outi Menna (Translator)",,9788202152123
40932,America's Real War,Daniel Lapin,,9781576736555
40933,Sir Thursday,Garth Nix (Goodreads Author),,9780439436571
40934,The Vampire and the Virgin,Kerrelyn Sparks (Goodreads Author),,9780061667862
40935,The Darling Buds of May,H.E. Bates,,9780140016024
40936,The School Story,"Andrew Clements, Brian Selznick (Illustrator)",,9780689851865
40937,Edward's Eyes,Patricia MacLachlan,,9781416927433
40938,Confessions of a Failed Southern Lady: A Memoir,Florence King,,9780312050634
40939,Kiss of a Star,Catherine Banks (Goodreads Author),,9781452887265
40940,Thirteen Albatrosses:,Donald Harington,,9781592641680
40941,"Jangan Pergi, Lara",Mira W.,,9789796059409
40942,Carrie: Heart of Courage,Cameron Dokey,,9780380785698
40943,D' Angel,Luna Torashyngu,,9999999999999
40944,The Higher Power of Lucky,Susan Patron,,9781416901945
40945,Truth in the Dark,Amy Lane (Goodreads Author),,9781615815302
40946,ヴァンパイア騎士 10,Matsuri Hino,,9784592183105
40947,Straight Down a Crooked Lane,Francena H. Arnold,,9780802400413
40948,Dead of Night,Brandilyn Collins (Goodreads Author),,9780310251057
40949,Falling From Grace,S.L. Naeole (Goodreads Author),,B002WC99NS
40950,High Horse,Bonnie Bryant,,9780553481471
40951,A Wicked Lord at the Wedding,Jillian Hunter (Goodreads Author),,9780345503947
40952,Sparrow Road,Sheila O'Connor (Goodreads Author),,9780399254581
40953,"Moe Kare!!, Vol. 07",Gō Ikeyamada,,9999999999999
40954,"The Crone: Woman of Age, Wisdom, and Power",Barbara G. Walker,,9780062509345
40955,The Cat Who Dropped a Bombshell,Lilian Jackson Braun,,9780515142419
40956,Madhouse,Rob Thurman (Goodreads Author),,9780451461964
40957,Brian's Winter,Gary Paulsen,,9780440227199
40958,Grey Wolves,Robert Muchamore,,9780340999165
40959,The Essential Ellison: A 35-Year Retrospective,"Harlan Ellison, Richard Delap (Editor), Terry Dowling (Editor), Gil Lamont (Editor)",,9780962344749
40960,The Continental Op,Dashiell Hammett,,9780752856179
40961,My Invented Country: A Nostalgic Journey Through Chile,Isabel Allende (Goodreads Author),,9780060545642
40962,Bone Thief,Thomas O'Callaghan,,9780786018116
40963,"Everything Ravaged, Everything Burned",Wells Tower,,9780374292195
40964,The World Ends in Hickory Hollow,Ardath Mayhar,,9781434400246
40965,Light in My Darkest Night,Catherine Marshall,,9780380723799
40966,The Rhetoric of Fiction,Wayne C. Booth,,9780226065588
40967,Deep as the Marrow,F. Paul Wilson (Goodreads Author),,9780312862640
40968,Crystal's Heart,"B.L. Miller (Goodreads Author), Verda Foster",,9780974621050
40969,In-House Weddings,"Bohumil Hrabal, Tony Liman (Translator)",,9780810124301
40970,Floddertje,Annie M.G. Schmidt,,9789021413716
40971,The Deerslayer,"James Fenimore Cooper, Robert Tilton (Introduction)",,9780451529398
40972,"New X-Men, Volume 7: Here Comes Tomorrow","Grant Morrison (Writer), Marc Silvestri (Illustrator)",,9780785113454
40973,A Different Life,Lois Keith,,9780704349469
40974,The Silver Mage,Katharine Kerr (Goodreads Author),,9780007287369
40975,Sword-Breaker,Jennifer Roberson (Goodreads Author),,9780886774769
40976,Remembered,Tamera Alexander (Goodreads Author),,9780764201103
40977,Cowboy Casanova,Lorelei James (Goodreads Author),,9781609288495
40978,"Tokyo Crazy Paradise, Vol. 1",Yoshiki Nakamura,,9784592128618
40979,To Conquer Mr. Darcy,Abigail Reynolds (Goodreads Author),,9781402237300
40980,Scandal's Bride,Stephanie Laurens (Goodreads Author),,9780380805686
40981,Curse of the Red Cross Ring,Earl B. Pilgrim,,9781894463119
40982,Poésies complètes,Émile Nelligan,,9782894060797
40983,Uitgeverij Guggenheimer,Herman Brusselmans,,9789053338421
40984,Stone Cold,Robert B. Parker,,9780425198742
40985,Betrothed,Morgan Rice (Goodreads Author),,B005TKRSTM
40986,The Women At Point Sur And Other Poems,Robinson Jeffers,,9780871401151
40987,Spell Caster,Clifton Elliott,,9781465377647
40988,Indian Country,Philip Caputo (Goodreads Author),,9780375725104
